facility-code,facility-name,province,county,district,division,type,owner,sub-location,description-of-location,constituency,nearest-town,beds,cots,town,job-title-of-in-charge,open-24_hours,open-weekends,operational-status
14230,Baraka_Maternity_Home,Rift_Valley,Nakuru,Nakuru,Municipality,Maternity_Home,Private_Enterprise_(Institution),Viwanda,next_to_mosque_off_langalanga_road,NAKURU_TOWN,Nakuru_Town,25,12,Nakuru,Doctor_In_Charge,Y,Y,Operational
19529,Baraka_Medical_Cenre,Nairobi,Nairobi,Westlands,kangemi,Medical_Clinic,Private_Practice_-_Medical_Specialist,,,WESTLANDS,,0,0,,,N,Y,Operational
17934,Baraka_Medical_Centre,Nairobi,Nairobi,Ruaraka,Kasarani,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Utalii,Next_to_N.Y.S_Enguneering_Institute,RUARAKA,4_A_Mathare,0,0,Nairobi,,N,N,Not-Operational
17426,Baraka_Medical_Clinic,Rift_Valley,Uasin_Gishu,Wareng,Kesses,Medical_Clinic,Other_Public_Institution,Kesses,,ELDORET_SOUTH,Eldoret,0,0,Eldoret,Nursing_Officer_in_Charge,N,N,Operational
19840,Baraka_Medical_Clinic_(Kirinyaga),Central,Kirinyaga,Kirinyaga_South,,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,,Ngurubani_town,MWEA,,0,0,,,N,N,Operational
16202,Baraka_Medical_Clinic_(Lamu),Coast,Lamu,Lamu_East,Mpeketoni,Medical_Clinic,Private_Practice_-_Clinical_Officer,Mpeketoni,near_Havannah_Hotel,LAMU_EAST,Mpeketoni,0,0,Mpeketoni,Clinical_Officer,N,Y,Operational
19306,Baraka_Medical_Clinic_(Makindu),Eastern,Makueni,Makindu,Makindu,Medical_Clinic,Private_Practice_-_Clinical_Officer,Manyatta,,KIBWEZI,Makindu,0,0,Makindu,Clinical_Officer,N,Y,Operational
20260,Baraka_Medical_Clinic_(Mbitini),Eastern,Kitui,Kisasi,Mbitini,Medical_Centre,Private_Practice_-_Nurse_/_Midwife,Mbitini,Rural,KITUI_CENTRAL,Mbitini,4,0,Kisasi,Nursing_Officer_in_Charge,N,Y,Operational
10047,Baraka_Medical_Clinic_(Muranga_North),Central,Murang'a,Kiharu,Kiharu,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Karuri,,KIHARU,Muranga,0,0,,,N,N,Operational
14229,Baraka_Medical_Clinic_(Pokot_Central),Rift_Valley,West_Pokot,Pokot_South,Batei,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Ortum,At_Ortum_market_1km_away_from_the_main_Lodwar-Kitale_highway.,SIGOR,Ortum,0,0,Kitale,Nursing_Officer_in_Charge,N,Y,Operational
17882,Baraka_Medical_Clinic_(Runyenjes),Eastern,Embu,Embu_East,,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,,,RUNYENJES,,0,0,Runyenjes,Nursing_Officer_in_Charge,N,N,Operational
16670,Baraka_Medical_Clinic_(Samburu_East),Rift_Valley,Samburu,Samburu_East,Wamba,Medical_Clinic,Private_Practice_-_Clinical_Officer,Wamba,Situated_at_Wamba_Town_next_to_the_Livestock_market,SAMBURU_EAST,Wamba,0,0,Wamba,,N,N,Operational
16693,Baraka_Medical_Clinic_(Trans_Nzoia_East),Rift_Valley,Trans_Nzoia,Trans_Nzoia_East,Kaplamai,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Motosiet,Along_kitale_cherangany_road_in_sibanga_market.,CHERANGANI,Kitale,0,0,Kitale,Nursing_Officer_in_Charge,N,N,Operational
14231,Baraka_Medical_Clinic_(Turkana_Central),Rift_Valley,Turkana,Turkana_Central,Central,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kanamkemer,Robert-_ministry_of_water_road,TURKANA_CENTRAL,Lodwar,0,0,,Nursing_Officer_in_Charge,N,Y,Operational
11245,Baraka_Medical_Clinic_(Vikwatani),Coast,Mombasa,Kisauni,Kisauni,Medical_Clinic,Private_Enterprise_(Institution),Mtopanga,Vikwatani_near_Mtopanga_primary_school,KISAUNI,Vikwatani,0,0,Mombasa,Nursing_Officer_in_Charge,N,Y,Operational
18224,Baraka_Medical_Clinic_Kitengela,Rift_Valley,Kajiado,Kajiado_North,Kitengela,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Noonkopir,Kitengela_Namanga_Road,KAJIADO_NORTH,Kitengela,0,0,,,N,N,Operational
17027,Sitatunga_Dispensary,Rift_Valley,Trans_Nzoia,Trans_Nzoia_East,Kaplamai,Dispensary,Ministry_of_Health,Sinyereri,,CHERANGANI,Kitale,0,0,Kitale,Nursing_Officer_in_Charge,N,N,Operational
15597,Sitoi_Tea_Dispensary,Rift_Valley,Nandi,Nandi_East,Nandi_Hills_,Dispensary,Company_Medical_Service,Chemomi,Off_Nandi_Hills_-_Mugundoi_Road.,TINDERET,Nandi_Hills,0,0,Nandi_Hills,Clinical_Officer,Y,Y,Operational
17322,Sitoka_Dispensary,Rift_Valley,Narok,Trans_Mara_West_-_Dikirr,Kirindon,Dispensary,Ministry_of_Health,Sitoka,"Kilgoris,_Olesentu,_Mogor,_Sitoka",KILGORIS,Kilgoris,0,0,98,,N,N,Not-Operational
11799,Siu_Dispensary,Coast,Lamu,Lamu_East,Faza,Dispensary,Ministry_of_Health,Siu,,LAMU_EAST,Siu,,,Lamu,,N,N,Operational
20877,Siveta_Dispensary,Eastern,Kitui,Tseikuru,Musavani,Dispensary,Ministry_of_Health,Ngereni,,MWINGI_NORTH,Siveta_Market,0,0,,,N,N,Not-Operational
16147,Sivilie_Dispensary,Western,Kakamega,Kakamega_Central_(Lurambi),Navakholo,Dispensary,Ministry_of_Health,Sivilie,,LURAMBI,Navakholo_Mkt,0,0,Kakamega,Nursing_Officer_in_Charge,N,N,Operational
17536,Siwadhe_Medical_Clinic,Nyanza,Siaya,Siaya,Karemo,Medical_Clinic,Private_Practice_-_General_Practitioner,Mulaha,In_Siaya_Town_near_county_Assembly,ALEGO,Siaya_Town,0,0,Siaya,Clinical_Officer,N,Y,Operational
15598,Siwo_Dispensary,Rift_Valley,Nandi,Nandi_East,Lessos,Dispensary,Ministry_of_Health,Siwo,Off_Nandi_Hills_-_lessos_Road_and_near_Siwo_Secondary_School.,TINDERET,Nandi_Hills,0,0,Kapsabet,Nursing_Officer_in_Charge,N,N,Operational
15599,Siyiapei_(AIC)_Dispensary,Rift_Valley,Narok,Narok_North,Mau,Dispensary,Christian_Health_Association_of_Kenya,Siyiapei,along_nairobi_maimahiu_road,NAROK_NORTH,Narok_,3,0,Narok,Nursing_Officer_in_Charge,N,N,Operational
11775,Skans_Health_Care_Centre,Coast,Mombasa,Kisauni,Kisauni,Nursing_Home,Private_Practice_-_Unspecified,Junda,Mshomoroni_near_Taifa_flats_(mwisho_wa_Lami),KISAUNI,Mombasa,9,0,Mombasa,Hospital_Director,Y,Y,Operational
21072,Skanska_Dispensary,North_Eastern,Garissa,Lagdera,,Dispensary,Ministry_of_Health,,,LAGDERA,,0,0,Modogashe,,N/A,N/A,Pending_Opening
17959,Sky_Way_Medical_Clinic,Eastern,Meru,Imenti_South,Abogeta,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Upper_Kiungone_,Along_Chuka-Meru_road_Near_In_Kionyo_Market,SOUTH_IMENTI,Kionyo_Market,0,0,Kionyo,Nursing_Officer_in_Charge,N,N,Operational
18622,Skyhill_Medical_Centre,Nairobi,Nairobi,Dagoretti_North,Kawangware,Health_Centre,Private_Practice_-_Medical_Specialist,Gatina,,DAGORETTI_NORTH,Stage_2,10,2,Nairobi,Clinical_Officer,Y,Y,Operational
19639,Skylit_Medical_Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh_North,Medical_Clinic,Private_Enterprise_(Institution),Eastleigh_North,,KAMUKUNJI,Garissa_Lodge,3,1,,,N,Y,Operational
18000,Skymed_Medical_Clinic_Githunguri,Nairobi,Nairobi,Kasarani,Ruai,Medical_Clinic,Private_Practice_-_General_Practitioner,Githunguri,At_Githunguri_near_Chief's_Camp,KASARANI,Utawala_Shopping_Centre,0,0,Nairobi,Nursing_Officer_in_Charge,N,Y,Operational
11800,Sloam_Medical_Clinic,Coast,Lamu,Lamu_West,Mpeketoni,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Mpeketoni,,LAMU_WEST,Mpeketoni,0,0,Lamu,,N,N,Operational
11014,Slope_Optician,Central,Kirinyaga,Kirinyaga_Central,Ndia,Eye_Centre,Private_Enterprise_(Institution),Kithumbu,"
Kagio_near_catholic_church_Off_Baricho_road_along_national_oil_street",NDIA,Kagio,0,0,Kerugoya,Clinical_Officer,N,N,Operational
18717,Slopes_Medical_Clinic,Eastern,Meru,Imenti_North,Buuri_,Medical_Clinic,Private_Practice_-_Unspecified,,,NORTH_IMENTI,Timau_Market,0,0,Timau,Clinical_Officer,N/A,N/A,Operational
19994,Slum_Medical_Clinic,Nairobi,Nairobi,Kibra,Kibra,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Lindi,Near_the_Mosque,KIBRA,,0,0,Nairobi,Nursing_Officer_in_Charge,N,Y,Operational
19552,Smiles_Medical_Centre,Nairobi,Nairobi,Westlands,,Medical_Clinic,Private_Enterprise_(Institution),,,WESTLANDS,,0,0,,,N,Y,Operational
19342,Snocx_Medical_Clinic,Western,Vihiga,Sabatia,,Medical_Clinic,Private_Practice_-_Unspecified,,,SABATIA,,0,0,,,N/A,N/A,Pending_Opening
16633,Snowview_Medical_Clinic,Eastern,Meru,Imenti_North,Timau,Medical_Clinic,Private_Enterprise_(Institution),,,NORTH_IMENTI,,0,0,,,N,N,Unknown
15601,Soba_River_Health_Centre,Rift_Valley,Nandi,Tinderet,Maraba,Health_Centre,Ministry_of_Health,Soba_River,Near_Songhor_Centre,TINDERET,Nandi_Hills,3,0,Muhoroni,Nursing_Officer_in_Charge,Y,Y,Operational
18634,Soceno_Pharmacy,Eastern,Meru,Imenti_North,Miriga_Mieru_West,Medical_Clinic,Private_Enterprise_(Institution),Township,Near_AAA_Kenya_driving_school,NORTH_IMENTI,Meru_Town,0,0,,,N,Y,Operational
15602,Sochoi_(AIC)_Dispensary,Rift_Valley,Nandi,Nandi_East,Lessos,Dispensary,Other_Faith_Based,Sochoi,Kapsabet_-_Ainabkoi_Road.,TINDERET,Nandi_Hills,0,0,Lessos,Nursing_Officer_in_Charge,N,N,Operational
15603,Sochoi_Dispensary,Rift_Valley,Nandi,Nandi_East,Lessos,Dispensary,Ministry_of_Health,Sochoi,Kapsabet_-_Ainabkoi_Road_and_Sochoi_Girls_Secondary_School.,TINDERET,Nandi_Hills,0,0,Lessos,Nursing_Officer_in_Charge,N,N,Operational
19393,Social_Service_League_(Nairobi_),Nairobi,Nairobi,Starehe,Central,Dispensary,Private_Enterprise_(Institution),Central,Located_Near_Central_Bus_Station,STAREHE,Bus_station,0,0,,,N,Y,Operational
18045,Soget_Dispensary,Rift_Valley,Narok,Trans_Mara_East,Emurua_Dikirr,Dispensary,Ministry_of_Health,Mogor,Off_Murgan_Emurua_Dikirr_Road,KILGORIS,Murgan_Market,0,0,,Nursing_Officer_in_Charge,N/A,N/A,Operational
15604,Sogon_Dispensary,Rift_Valley,Baringo,Baringo_Central,Kabarnet_,Dispensary,Ministry_of_Health,Sogon,,BARINGO_CENTRAL,Kabarnet,0,0,Kabarnet,Nursing_Officer_in_Charge,N,N,Operational
15605,Sogoo_Health_Centre,Rift_Valley,Narok,Narok_South,Sogoo,Health_Centre,Ministry_of_Health,Sogoo,,NAROK_SOUTH,Ololulunga,0,12,Ololulunga,Clinical_Officer,N,N,Operational
19331,Soin_Health_Care_-_Mfangano_Street),Nairobi,Nairobi,Starehe,Central,Medical_Clinic,Private_Practice_-_General_Practitioner,Central,,STAREHE,City_Market,0,0,,,N,Y,Operational
14095,Soklo_Dispensary,Nyanza,Homa_Bay,Mbita,Mfangano,Dispensary,Ministry_of_Health,Wakula_South,,MBITA,Sena,4,0,Mbita,Nursing_Officer_in_Charge,N,N,Operational
17187,Soko_Medical_Clinic,Central,Kiambu,Lari,Lari,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Mukeu,,LARI,Soko_Mjinga_Market,0,0,Matathia,Nursing_Officer_in_Charge,N,Y,Operational
11802,Sokoke_Dispensary,Coast,Kilifi,Ganze,Vitengeni,Dispensary,Ministry_of_Health,Magogoni,On_Ganze-Vitengeni_Road_at_Misufini_shopping_centre,GANZE,Vitenegeni,0,0,Kilifi,Nursing_Officer_in_Charge,N,N,Operational
11803,Sokoke_Medical_Clinic,Coast,Kilifi,Ganze,Vitengeni,Medical_Clinic,Private_Enterprise_(Institution),Madamani,,GANZE,Sokoke,0,0,Vitengeni,,N,N,Operational
13188,Sokoni_Arcade_VCT,Nairobi,Nairobi,Dagoretti_North,Dagoretti,VCT_Centre_(Stand-Alone),Non-Governmental_Organizations,,,DAGORETTI_NORTH,Nairobi,0,0,,,N,N,Operational
18049,Soldier,Central,Nyeri,Kieni_East,kieni_east,Medical_Clinic,Private_Practice_-_Clinical_Officer,chaka,,KIENI,chaka,0,0,,Clinical_Officer,N,N,Operational
11015,Soldier_Medical_Clinic,Central,Nyeri,Kieni_East,Kieni_East,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,,,KIENI,Chaka,0,0,,,N,N,Operational
11016,Solea_Medical_Clinic,Central,Murang'a,Kandara,Kandara,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Gakui,At_Kandara_Town_next_to_Kandara_Health_centre.,KANDARA,Kandara,0,0,,Nursing_Officer_in_Charge,N,N,Operational
15606,Solian_Dispensary,Rift_Valley,Baringo,Koibatek,Esageri,Dispensary,Ministry_of_Health,Solian,Near_Solian_Trading_Center,ELDAMA_RAVINE,Eldama_Ravine,10,0,Eldama_Ravine,,N,N,Operational
15607,Soliat_Dispensary,Rift_Valley,Kericho,Kericho,Soin,Dispensary,Ministry_of_Health,Soliat,,AINAMOI,Kericho,1,0,Kericho,Nursing_Officer_in_Charge,N,N,Operational
17575,Solio_Dispensary,Central,Nyeri,Kieni_East,Kieni_East,Dispensary,Ministry_of_Health,Solio,,KIENI,Narumoru,0,0,,Nursing_Officer_in_Charge,N,N,Operational
17666,Sololo_Makutano_Dispensary,Eastern,Marsabit,Sololo,Obbu,Dispensary,Ministry_of_Health,Makutano,,SAKU,Sololo,0,0,Moyale,Nursing_Officer_in_Charge,Y,Y,Operational
12739,Sololo_Mission_Hospital,Eastern,Marsabit,Sololo,Obbu,Other_Hospital,Kenya_Episcopal_Conference-Catholic_Secretariat,Sololo,,MOYALE,Sololo,130,0,,Nursing_Officer_in_Charge,Y,Y,Operational
19041,Solution_Medical_Clinic,North_Eastern,Garissa,Garissa,,Medical_Clinic,Private_Enterprise_(Institution),,,DUJIS,,0,0,,,N,Y,Operational
15608,Solyot_Dispensary,Rift_Valley,Bomet,Bomet_Central,Mutarakwa,Dispensary,Ministry_of_Health,Solyot,3_Kms_To_The_South_Off_Kaplong_-Bomet_Road_From_Tarakwa_Junction,BOMET,Tarakwa,0,0,Sotik,Nursing_Officer_in_Charge,N,N,Operational
12740,Somare_Dispensary,Eastern,Marsabit,Moyale,Central,Dispensary,Ministry_of_Health,Somare,,MOYALE,Moyale,0,0,Moyale,Nursing_Officer_in_Charge,N,N,Operational
11804,Sombo_Dispensary,Coast,Tana_River,Bura,Madogo,Dispensary,Ministry_of_Health,Sombo,,BURA,Sombo,1,0,Madogo,,N,N,Operational
11017,Somo_Medical_Clinic,Central,Murang'a,Gatanga,Gatanga,Medical_Clinic,Private_Enterprise_(Institution),Chomo,,GATANGA,,0,0,,,N,N,Operational
16132,Sonak_Clinic,Western,Kakamega,Khwisero,Khwisero_West,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Wambulishe,,KHWISERO,Khwisero,20,2,Khwisero,Clinical_Officer,N,N,Operational
15609,Sondany_Dispensary,Rift_Valley,West_Pokot,Pokot_South,Tapach,Dispensary,Other_Faith_Based,Nyarkurian,Located_within_Sondany_Nyarkulian_market,SIGOR,Sondany,0,0,Kapenguria,,N,N,Operational
14096,Sondu_Health_Centre,Nyanza,Kisumu,Nyakach,Upper_Nyakach,Health_Centre,Ministry_of_Health,East_Kadianga,"Ahero-Sondu__market,_the_facility_is_about_200metres_to_sondu_market_from_Ahero",NYAKACH,Sondu,0,0,Ahero,Clinical_Officer,Y,Y,Operational
12741,Songa_Health_Centre,Eastern,Marsabit,Marsabit,Central,Health_Centre,Ministry_of_Health,Songa,,SAKU,Marsabit,0,0,Marsabit,Nursing_Officer_in_Charge,N,N,Operational
15610,Songeto_Dispensary,Rift_Valley,Elgeyo_Marakwet,Keiyo,Tambach,Dispensary,Community,Songeto,,KEIYO_NORTH,Iten,0,0,Iten,,N,N,Not-Operational
15611,Songonyet_Dispensary,Rift_Valley,Kericho,Kipkelion,Chilchila,Dispensary,Ministry_of_Health,Songonyet,,KIPKELION,Forttenan,4,0,Fortenan,Nursing_Officer_in_Charge,N,N,Operational
14097,Sony_Medical_Centre,Nyanza,Migori,Awendo,Awendo,Health_Centre,Company_Medical_Service,Kambok,,RONGO,Awendo,4,0,Awendo,,N,N,Operational
20420,Sooma_Dispensary,Eastern,Kitui,Katulani,Itoleka,Dispensary,Ministry_of_Health,Sooma,,KITUI_CENTRAL,Sooma_shopping_Centre,0,0,,,N/A,N/A,Pending_Opening
17809,Sopa_Lodge_Dispensary,Rift_Valley,Samburu,Samburu_East,Waso,Dispensary,Private_Enterprise_(Institution),Kiltamany,It_is_the_property_of_sopa_lodges_located_within_the_samburu_game_reserve,SAMBURU_EAST,Kiltamany,4,0,,,N,N,Not-Operational
20782,Sopel_Dispensary,Rift_Valley,Turkana,Turkana_South,Lokichar,Dispensary,Ministry_of_Health,Lochwaangikamatak,Located_Aprox._40_Kms_from_Loturerei_off_Kitale_-_Lodwar_Highway_,TURKANA_SOUTH,Lodwar,4,4,Lodwar,Nursing_Officer_in_Charge,N,N,Pending_Opening
15613,Sore_Dispensary,Rift_Valley,Baringo,Mogotio,Sirwa,Dispensary,Ministry_of_Health,Sore,Near_Sore_Primary_School,MOGOTIO,Mogotio,0,0,Eldama_Ravine,Nursing_Officer_in_Charge,N,N,Operational
14098,Sori_Lakeside_Nursing_and_Maternity_Home,Nyanza,Migori,Nyatike,Karungu,Maternity_Home,Christian_Health_Association_of_Kenya,Sori,,NYATIKE,Sori,100,2,Suna_Migori,,N,N,Operational
16673,Sorok_Dispensary,Rift_Valley,Baringo,Baringo_Central,Tenges,Dispensary,Ministry_of_Health,Ochii,,BARINGO_CENTRAL,Kabarnet,0,0,Kabarnet,Nursing_Officer_in_Charge,N,N,Operational
20386,SOS_Children_Medical_Clinic,Nyanza,Kisumu,Kisumu_West,Otonglo,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kogony,The_facility_is_5_Km_from_Kiboswa_Market,KISUMU_RURAL,Kiboswa,0,0,Kisumu,Nursing_Officer_in_Charge,N,N,Operational
13189,SOS_Dispensary,Nairobi,Nairobi,Embakasi_West,Bahati,Dispensary,Non-Governmental_Organizations,,,EMBAKASI_WEST,Nairobi,0,0,,,N,N,Operational
17945,Sos_Medical_Clinic_(Eldoret_East),Rift_Valley,Uasin_Gishu,Eldoret_East,Ainapkoi,Medical_Clinic,Private_Enterprise_(Institution),Kapsoya,"KCC_Road_before__RVTTI_,_turn_left",ELDORET_EAST,Eldoret,0,0,Eldoret,Clinical_Officer,N,Y,Operational
14099,Sosera_Dispensary,Nyanza,Kisii,Masaba_South,Masaba,Dispensary,Ministry_of_Health,Sosera,SOSERA_MKT_NEXT_TO_SOSERA_SECONDARY,NYARIBARI_MASABA,Sosera,2,0,Masimba,,N,N,Operational
15614,Sosian_Dispensary,Rift_Valley,Laikipia,Laikipia_West,Rumuruti,Dispensary,Ministry_of_Health,Sosian,Along_Rumuruti_Maralal_road_near_Olmaisor_Primary_School,LAIKIPIA_WEST,Kinamba_(_Sosian),2,0,Rumuruti,Nursing_Officer_in_Charge,N,N,Operational
15615,Sosiana_Dispensary,Rift_Valley,Narok,Trans_Mara_East,Kirindon,Dispensary,Ministry_of_Health,Mogor,Near_Murgan_Market,KILGORIS,Murgan,0,0,Kilgoris,Nursing_Officer_in_Charge,N,N,Operational
15616,Sosiani_Health_Centre,Rift_Valley,Uasin_Gishu,Eldoret_West,Soy,Health_Centre,Ministry_of_Health,Sosiani,,ELDORET_NORTH,Eldoret,12,0,Eldoret,Clinical_Officer,Y,Y,Operational
19389,Sosio_Medical_Clinic,Western,Bungoma,Mt_Elgon,Kaptama,Medical_Clinic,Private_Practice_-_Clinical_Officer,Kaborom,,MT._ELGON,Kaptama,0,0,,,N,N/A,Operational
15617,Sosiot_Health_Centre,Rift_Valley,Kericho,Belgut,Belgut,Health_Centre,Ministry_of_Health,Sosiot,Along_kapsoit_-sondu_road,BELGUT,Kericho,26,2,sosiot,Clinical_Officer,Y,Y,Operational
20846,Sosiot_Medical_Centre,Rift_Valley,Kericho,Belgut,Belgut,Medical_Clinic,Private_Practice_-_Clinical_Officer,sosiot,Behind_sosiot_post_office,BELGUT,Sosiot,6,0,Sosiot,Clinical_Officer,Y,Y,Operational
15618,Sosit_Dispensary,Rift_Valley,Kericho,Bureti,Bureti,Dispensary,Ministry_of_Health,Sosit,,BELGUT,Kapkatet,0,0,Kapkatet,Nursing_Officer_in_Charge,N,N,Operational
11805,Sosoni_Dispensary,Coast,Kilifi,Magarini,Marafa,Dispensary,Ministry_of_Health,Dakacha,Situated_along__Marafa-Baricho__road__21KM_from_Marafa.,MAGARINI,Wakala,0,0,Malindi,Nursing_Officer_in_Charge,N,Y,Operational
20675,Sostin__Dispensary,Rift_Valley,West_Pokot,Pokot_Central,Sigor_,Dispensary,Ministry_of_Health,Sostin,,SIGOR,,0,0,,,N,N,Operational
17993,Soteni_Dispensary,Western,Bungoma,Bungoma_North,Central,Dispensary,Non-Governmental_Organizations,Mbakalo,,KIMILILI,Naitiri,8,0,Naitiri,Clinical_Officer,Y,Y,Operational
15619,Sotik_Health_Centre,Rift_Valley,Bomet,Sotik,Sotik,Health_Centre,Ministry_of_Health,Sotik,1Km_To_The_South_West_From_Sotik_Town_Centre,SOTIK_(PART),Sotik,8,0,Sotik,Clinical_Officer,Y,Y,Operational
14100,Sotik_Highlands_Dispensary,Nyanza,Nyamira,Borabu,Kiangeni,Dispensary,Private_Enterprise_(Institution),Kitaru,With_Sotik_Highlands_Tea_Factory,NORTH_MUGIRANGO,Ikonge,5,0,Nyansiongo,Nursing_Officer_in_Charge,N,N,Operational
17880,Sotik_Town_VCT,Rift_Valley,Bomet,Sotik,Sotik,VCT_Centre_(Stand-Alone),Private_Enterprise_(Institution),Chemagel,Within_Sotik_Town,SOTIK_(PART),Sotik,0,0,Bomet,,N,N,Operational
15620,Sotit_Dispensary,Rift_Valley,Bomet,Konoin,Cheptalal,Dispensary,Ministry_of_Health,Sotit,,KONOIN,Sotit,0,0,,,N,N,Pending_Opening
17807,St_Joseph's_The_Worker,Rift_Valley,Narok,Narok_North,Mau,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Keekonyokie,In_Nairagie_Enkare_centre,NAROK_NORTH,Nairagie_Enkare,0,0,Nairagie_enkare,Nursing_Officer_in_Charge,N,N,Operational
12756,St_Joy_Afya_Clinic,Eastern,Meru,Igembe_South,Igembe_S,Medical_Clinic,Private_Enterprise_(Institution),Kanuni,,IGEMBE,Kanuni_Market,0,0,Maua,,N,N,Operational
17252,St_Jude_Catholic_Dispensary,Rift_Valley,Uasin_Gishu,Eldoret_West,Turbo,Dispensary,Christian_Health_Association_of_Kenya,Kapyemit,,ELDORET_NORTH,Eldoret,2,0,Eldoret,Nursing_Officer_in_Charge,N,N,Operational
11046,St_Jude_Clinic,Central,Kirinyaga,Kirinyaga_West,Ndia_West,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kibingoti,Kibingoti_town_along_Sagana/Karatina_road,NDIA,Kibingoti,0,0,Kagumo,Nursing_Officer_in_Charge,N,N,Operational
14112,St_Jude_Health_Centre_(Icipe),Nyanza,Homa_Bay,Mbita,Mbita,Health_Centre,Private_Enterprise_(Institution),Mbita_Township,The_facility_is_situated_at_ICIPE_in_Mbita_Town_,MBITA,Mbita,12,2,Mbita,Doctor_In_Charge,N,N,Operational
17835,St_Jude_Medical_Clinic,Eastern,Embu,Manyatta,Siakago,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Mutitu,,SIAKAGO,Ngiiri_Market,1,1,,Nursing_Officer_in_Charge,N,Y,Operational
17974,St_Jude_Medical_Clinic,Central,Kiambu,Limuru,Limuru,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kamirithu,"Near_Kamirithu_Polytechnic,Limuru",LIMURU,Kamirithu,0,0,Limuru,Nursing_Officer_in_Charge,N,Y,Operational
16513,St_Jude_Medical_Clinic_(Maragua),Central,Murang'a,Muranga_South,Maragua,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Gakoigo,,MARAGWA,Maragua,0,0,Maragua,,N,N,Operational
19672,St_Jude_Theddeus_Mc,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Saboti,Medical_Clinic,Private_Practice_-_Clinical_Officer,Kitalale,Situated_at_Kitalale_Market_Centre_on_the_way_to_Kisawai_from_Kitale_town,SABOTI,Kitale,0,0,Kitale,Clinical_Officer,N,Y,Operational
14113,St_Jude's_Clinic,Nyanza,Kisumu,Kisumu_East,Winam,Medical_Clinic,Private_Enterprise_(Institution),Southern,,KISUMU_TOWN_EAST,Kisumu,0,0,,Nursing_Officer_in_Charge,N,N,Operational
13212,St_Jude's_Health_Centre,Nairobi,Nairobi,Dagoretti_North,Dagoretti,Health_Centre,Private_Enterprise_(Institution),,,DAGORETTI_NORTH,Kinyanjui_Road,7,0,,Nursing_Officer_in_Charge,Y,Y,Operational
13211,St_Jude's_Medical_Centre,Nairobi,Nairobi,Embakasi_Central,Embakasi,Medical_Clinic,Private_Enterprise_(Institution),Komarock,Komarock_Sector_3A_Mwangaza_Road,EMBAKASI_CENTRAL,Nairobi,0,0,Nairobi,Clinical_Officer,Y,Y,Operational
18198,St_Judes_Medical_Clinic,Rift_Valley,Kajiado,Kajiado_North,Ngong,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kiserian,Kiserian_Town,KAJIADO_NORTH,Kiserian,0,0,,Nursing_Officer_in_Charge,N,Y,Operational
19603,St_Judes_Nursing_Hospital,Central,Kiambu,Gatundu,Ngenda,Other_Hospital,Private_Practice_-_Medical_Specialist,Githunguchu,,GATUNDU_SOUTH,Gatundu,10,0,Thika,Doctor_In_Charge,Y,Y,Operational
15648,St_Kevina_Dispensary,Rift_Valley,Uasin_Gishu,Eldoret_West,Turbo,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Kapkong,,ELDORET_NORTH,Eldoret,0,0,,,N,N,Operational
14114,St_Kizito_Health_Centre,Nyanza,Migori,Kuria_West,Kehancha,Health_Centre,Kenya_Episcopal_Conference-Catholic_Secretariat,Igena,,KURIA,Kehancha,15,3,Kehancha,,N,N,Operational
12757,St_Kizito_Mission,Eastern,Machakos,Yatta,Yatta,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Mavoloni,,YATTA,Kambi_Ya_Mawe,3,0,Ndalani,,N,N,Operational
16345,St_Ladislaus_Dispensary,Rift_Valley,Uasin_Gishu,Wareng,Kapseret,Dispensary,Other_Faith_Based,Langas,,ELDORET_SOUTH,Eldoret,0,0,Eldoret,,N,N,Operational
17517,St_Lawrence_Dispensary,Central,Nyandarua,Nyandarua_South,North_Kinangop,Medical_Clinic,Kenya_Episcopal_Conference-Catholic_Secretariat,,,KINANGOP,,0,0,,,N/A,N/A,Operational
